rms,hiz_rms,a1x,a1x_rms,a2x_a1x,a3x_a1x,altharmonik,thd,kurtosis,crest,rulman_bant,etiket,kutle_g,devir_hz,nominal_hz,kanal,blok,dosya,kayit_id,kaciklik_mm,kaciklik_yon
0.17027350738391855,0.000688905194480966,0.12905558690433458,0.7579311008881308,0.1826187806305036,0.20453329869514586,0.009823381013858839,0.2991170878836769,3.7590563848430127,5.702666887752984,0.16241687390459614,kaciklik,0,30.3104,30,underhang_radyal,0,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.1686121225069131,0.0006724015008464734,0.12605465426129248,0.7476013728216762,0.07684351512058156,0.1950203714677166,0.01095488932262286,0.2357992291804921,3.2001082093866025,4.499238437729916,0.1634331957726045,kaciklik,0,30.3104,30,underhang_radyal,1,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.16966863760554612,0.0006879148871777937,0.1280461875213563,0.7546838904800403,0.18598450825872198,0.21131594033956322,0.02030875979340489,0.2952215024766905,3.373470956865715,4.627751460819453,0.16332252591551805,kaciklik,0,30.3104,30,underhang_radyal,2,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.16443672840680207,0.0006663503649584443,0.12532626197078053,0.7621549223478357,0.07915971427402933,0.19368648351903317,0.013987211647050623,0.2297066013188554,3.0359924259902504,3.922229016261023,0.15088887891903924,kaciklik,0,30.3104,30,underhang_radyal,3,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.17201417156488008,0.0006873398909041084,0.1280251775451001,0.7442711049889715,0.20040707537302652,0.19342397408925258,0.021396536127049646,0.3167558679865239,3.7986096302196453,5.223831314023076,0.1696465122866788,kaciklik,0,30.3104,30,underhang_radyal,4,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.17282714801366578,0.0006625261536972966,0.12374250511924781,0.7159899734545597,0.09037022691808701,0.1801452836606516,0.017302149215979574,0.24960689019522198,3.4856486273548573,4.878329146492115,0.1593783916464686,kaciklik,0,30.3104,30,underhang_radyal,5,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.17365455548122416,0.0006914355964959438,0.127872644396315,0.7363621647656945,0.19438773292590686,0.1942710335560198,0.018876666170933355,0.3124679294225653,3.2301199967781784,4.296426580555202,0.16676645734413634,kaciklik,0,30.3104,30,underhang_radyal,6,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.042725418131367834,0.00010997349330901339,0.008387821459771542,0.19631923633339737,0.7002787566062133,0.3072228266240279,0.8680132104267326,1.2416783237352995,2.3875258547191844,2.601681145245403,0.02803147668371938,kaciklik,0,30.3104,30,overhang_radyal,0,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.04485473692559433,0.00015404231668112884,0.010826982749389464,0.24137880391781225,0.4588630821979155,0.44937891441835537,1.1308671338822043,1.0041890201720822,2.906981316080635,3.1226804766174507,0.027444822875938413,kaciklik,0,30.3104,30,overhang_radyal,1,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
0.040521150109019195,0.00013670676045446343,0.01118154213698139,0.2759433556703678,0.6486374311508493,0.267764256668485,0.7831065121002203,1.0745906697480074,2.579141097150351,3.1803178792161693,0.02784706463775995,kaciklik,0,30.3104,30,overhang_radyal,2,30.3104.csv,kaciklik_yatay_0.5mm_30.3104,0.5,yatay
