rms,hiz_rms,a1x,a1x_rms,a2x_a1x,a3x_a1x,altharmonik,thd,kurtosis,crest,rulman_bant,etiket,kutle_g,devir_hz,nominal_hz,kanal,blok,dosya,kayit_id
0.11140186449470935,0.00024092159532018156,0.01622000935107099,0.1455990833232033,2.09059076650763,1.8422098274927425,0.2129445077019671,3.171374750129589,4.341586648963494,5.453997643021871,0.14877904393594815,saglam,0,19.6608,20,underhang_radyal,0,19.6608.csv,saglam_0g_19.6608
0.10417614044593562,0.00019297310053518555,0.012263207159891789,0.11771608265846938,2.4549987286222503,1.039082749457866,0.21733969669872494,2.9440060967039794,3.7006130244265223,4.657222057127525,0.12877699668364276,saglam,0,19.6608,20,underhang_radyal,1,19.6608.csv,saglam_0g_19.6608
0.1104492438643812,0.00021845426382383908,0.014477415580438689,0.13107754361889692,2.0533044909922684,1.368964477141562,0.3316284087556078,2.603514244329178,4.094332424419452,5.295295113221339,0.13610078108674065,saglam,0,19.6608,20,underhang_radyal,2,19.6608.csv,saglam_0g_19.6608
0.10822389906289458,0.0002148508731659994,0.014060812508873791,0.1299233591701625,2.276042002433678,2.0348129786366864,0.2301368366898838,3.337563807235164,3.563530941560715,4.226118783489523,0.13268920318625826,saglam,0,19.6608,20,underhang_radyal,3,19.6608.csv,saglam_0g_19.6608
0.10288094412787917,0.00019557016432629647,0.010247050699263004,0.0996010562114059,2.8230143493881603,1.2645783002143138,0.6235427518115625,3.3373932452687796,3.857755329638982,4.907856325486102,0.12263195560876665,saglam,0,19.6608,20,underhang_radyal,4,19.6608.csv,saglam_0g_19.6608
0.10727065992282503,0.00022044727807172626,0.013653593698450548,0.12728171625070853,2.3084729801014077,1.5370978661651373,0.2777175108536962,3.0543241069718037,3.5803468692114198,4.564815095052257,0.12911193858802497,saglam,0,19.6608,20,underhang_radyal,5,19.6608.csv,saglam_0g_19.6608
0.10553506289281236,0.0001953142086271829,0.011571278311099005,0.10964392301297847,2.828344705649942,2.3062112743107916,0.2118725586017842,3.8814463889434814,4.296383024020265,4.98735478518701,0.12670774094816675,saglam,0,19.6608,20,underhang_radyal,6,19.6608.csv,saglam_0g_19.6608
0.02940968240258521,0.00012627694257660627,0.010176964516802429,0.34604129269895817,0.2601725662795335,0.46102513977738757,0.7277495192108515,0.6634816471124502,2.155045689669578,2.705168185027847,0.030523647589345594,saglam,0,19.6608,20,overhang_radyal,0,19.6608.csv,saglam_0g_19.6608
0.028258076990366688,0.00010028571552199816,0.0031294333705523614,0.110744739336242,0.9348454966440763,1.1416690987928626,3.06053814155867,2.0417005327612747,2.1317690300170153,2.666098431128128,0.03076332282982632,saglam,0,19.6608,20,overhang_radyal,1,19.6608.csv,saglam_0g_19.6608
0.028918297795546038,0.00010889339594998465,0.006654541712074414,0.23011526331502208,0.6932541175794183,0.678010578864188,1.1730746888238803,1.229379051174873,2.1692434553014417,2.881318162059646,0.030054151828546583,saglam,0,19.6608,20,overhang_radyal,2,19.6608.csv,saglam_0g_19.6608
0.028748698921685953,9.698154071238624e-05,0.006676396890817951,0.23223301022327394,0.5416044000896663,0.8015803835949808,1.0560836459329968,1.1439822554883339,2.214410390395135,2.973209028043732,0.030523261447420135,saglam,0,19.6608,20,overhang_radyal,3,19.6608.csv,saglam_0g_19.6608
