rms,hiz_rms,a1x,a1x_rms,a2x_a1x,a3x_a1x,altharmonik,thd,kurtosis,crest,rulman_bant,dosya,etiket,yuk,gercek_hz,tahmin_hz,guven,blok
0.07085909756693454,1.6772348196537637e-05,0.000215485786426205,0.0030410461581113547,1.411590496662461,2.1978168796074673,2.30783851342783,14.498410413058686,2.8871296259009402,3.5006866843479303,0.051773892677563126,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,0
0.07080171401359046,1.8700200716431144e-05,0.0004889369082593774,0.006905721352432508,1.5810709970863028,1.233217227880127,0.6204172832069781,8.736632289120015,2.70124125665951,3.8892817311117316,0.05613001898966959,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,1
0.07035202680178411,1.913623150389916e-05,0.0003250948424609358,0.004620973371133502,1.4392497610165913,1.4995703432639942,1.0500843600430199,21.842423258660492,2.768321220440266,3.574222979565869,0.05543116795953381,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,2
0.06918323685822662,1.8500468217030688e-05,0.000317803749445535,0.004593652507069002,2.3732913233876403,1.3833854567957728,1.4237321662191675,17.093187526793702,2.806627575798965,3.8964884922964664,0.04872838900125218,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,3
0.0692927465962663,1.9996258816069375e-05,0.0005424795932927384,0.007828807774725154,0.42049772925780743,0.8384899029830803,1.0686553987460758,15.610005277105957,2.8538686162302054,3.5399052670539897,0.048919058448232675,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,4
0.07062263936383618,2.090488435284255e-05,0.00038141455412824004,0.005400740577789148,0.8070696334366074,1.2964281901481314,1.3685763078876376,25.66706989731446,2.745643874843655,3.3881944981831498,0.05322909025948847,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,5
0.0680152697592355,1.8083046998748348e-05,0.00047510957148467315,0.006985336868610665,1.093516445609045,0.9156206178564367,0.5561448012059613,12.218438472060697,2.70129338380249,3.5465139347233583,0.04829740424735884,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,6
0.0704774594535235,1.8094591286387667e-05,0.0005406964417291084,0.007671905967013464,0.21785316387797665,1.1476652476707918,0.778102449844064,13.067316755658416,2.7724372857156596,3.2823106414677534,0.05085430242619751,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,7
0.07219946401588,1.958818115834488e-05,0.0004962716446538013,0.006873619512435364,1.2470013378181672,0.9296502601378771,0.763244870743326,14.98250692752152,2.6396870017692717,3.5060407961954994,0.05857391117823288,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,8
0.07214938633703814,1.849163019016684e-05,0.00036508113179454626,0.005060072584457596,0.3713090784738649,1.5299728423463306,1.2237524184076092,9.388522911655901,2.8351597137361924,3.2224280534428287,0.06051846254068985,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,9
0.07155119953089141,1.601731998042096e-05,0.00040961042523930425,0.005724717795356245,1.9207599742366226,1.3917054071814705,1.195192602208332,6.565550229535918,2.859502415972689,3.300383904561948,0.05349366793130316,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,10
0.07182741611778173,1.813349293218113e-05,0.0004671781915248354,0.00650417649372571,0.5883690628379437,0.9087371313427104,0.9025432258803798,3.5272291506341182,2.7657305916012938,3.262593899770769,0.05983319953120661,97.mat,saglam,0,29.933333333333334,29.89946615835786,2.155361654519937,11
